traffic_density,horn_events_per_min,avg_speed,signal_wait_time,weather_condition,road_quality_score,driver_experience_level,stress_index,Risk_Level,Insurance_Premium
55,11.81,68.08,35.81,Rainy,3.24,Expert,45.64,Medium,5000
99,11.17,32.41,57.95,Clear,5.54,Intermediate,65.22,High,8000
57,7.43,66.82,28.89,Clear,4.2,Beginner,57.43,Medium,5000
48,5.39,68.26,32.61,Clear,10.0,Intermediate,27.71,Low,3000
114,13.15,32.49,62.41,Clear,6.6,Expert,65.64,High,8000
13,1.11,72.76,11.23,Rainy,9.04,Beginner,18.42,Low,3000
39,5.92,58.48,25.71,Clear,4.84,Beginner,40.66,Medium,5000
39,8.7,64.75,25.11,Foggy,5.09,Intermediate,38.39,Medium,5000
31,9.83,70.48,24.42,Rainy,4.39,Beginner,48.51,Medium,5000
84,8.14,44.24,49.77,Clear,7.48,Beginner,57.3,Medium,5000
75,11.14,49.96,38.83,Rainy,5.29,Intermediate,47.4,Medium,5000
117,13.51,35.82,66.24,Hot,7.12,Beginner,75.89,High,8000
21,2.86,61.11,13.38,Clear,6.91,Intermediate,24.3,Low,3000
103,10.56,42.88,50.85,Clear,7.84,Intermediate,57.69,Medium,5000
45,6.37,71.88,28.85,Rainy,5.65,Intermediate,40.5,Medium,5000
27,3.85,72.1,16.53,Clear,6.16,Expert,23.33,Low,3000
99,13.28,36.68,55.28,Rainy,10.0,Expert,40.17,Medium,5000
62,10.17,50.89,36.93,Rainy,4.53,Expert,37.83,Medium,5000
80,7.79,45.45,51.89,Clear,7.12,Intermediate,52.54,Medium,5000
10,2.58,76.4,5.0,Clear,7.16,Intermediate,9.02,Low,3000
67,10.11,48.8,36.58,Hot,6.02,Intermediate,47.87,Medium,5000
99,12.47,41.61,51.48,Clear,3.96,Expert,55.96,Medium,5000
96,11.61,39.79,51.49,Clear,5.17,Intermediate,52.53,Medium,5000
99,13.87,42.11,58.1,Foggy,5.96,Beginner,79.35,High,8000
118,12.79,37.09,63.62,Clear,6.09,Intermediate,58.4,Medium,5000
15,0.0,73.37,9.76,Hot,4.99,Expert,25.68,Low,3000
79,9.05,49.23,43.25,Rainy,6.3,Intermediate,55.0,Medium,5000
53,8.79,64.04,34.89,Rainy,7.42,Expert,36.61,Medium,5000
81,8.9,48.68,46.64,Clear,4.25,Beginner,65.5,High,8000
33,7.4,64.71,16.45,Foggy,6.72,Intermediate,25.24,Low,3000
95,14.83,44.92,52.41,Hot,6.82,Expert,38.99,Medium,5000
28,4.04,74.35,20.3,Clear,6.61,Beginner,31.99,Low,3000
110,11.95,34.75,56.88,Rainy,9.15,Beginner,69.97,High,8000
27,3.51,65.82,14.95,Clear,9.22,Expert,14.46,Low,3000
104,14.16,35.42,52.78,Clear,7.96,Expert,49.21,Medium,5000
110,15.96,38.83,62.08,Clear,8.68,Beginner,74.86,High,8000
39,5.08,66.38,23.3,Foggy,7.96,Intermediate,25.79,Low,3000
51,1.87,59.42,31.88,Hot,7.82,Intermediate,39.31,Medium,5000
42,6.56,60.85,25.65,Foggy,4.93,Intermediate,45.06,Medium,5000
83,14.35,39.32,48.36,Rainy,6.82,Intermediate,56.5,Medium,5000
110,18.81,34.51,67.27,Foggy,9.74,Beginner,66.05,High,8000
21,1.81,67.76,13.21,Foggy,6.25,Intermediate,27.59,Low,3000
103,12.52,40.85,57.99,Rainy,6.69,Intermediate,61.94,Medium,5000
36,0.37,62.36,19.35,Hot,9.15,Beginner,27.42,Low,3000
48,10.61,61.94,25.68,Clear,6.88,Expert,31.84,Low,3000
18,5.8,76.66,11.21,Clear,6.8,Intermediate,19.39,Low,3000
30,2.54,73.51,21.14,Clear,6.99,Expert,22.62,Low,3000
85,11.26,52.91,44.45,Clear,6.28,Beginner,57.99,Medium,5000
38,5.7,58.96,21.48,Clear,7.57,Intermediate,34.76,Low,3000
42,2.49,69.43,28.5,Hot,6.02,Beginner,38.66,Medium,5000
116,18.24,32.12,59.42,Rainy,5.77,Beginner,77.54,High,8000
71,11.73,50.97,41.56,Rainy,8.24,Intermediate,45.03,Medium,5000
24,2.8,61.6,11.03,Clear,5.25,Beginner,39.37,Medium,5000
11,0.0,81.98,9.92,Rainy,9.98,Intermediate,16.41,Low,3000
61,9.09,55.39,35.55,Clear,3.77,Intermediate,44.78,Medium,5000
112,19.57,39.65,58.44,Rainy,2.72,Expert,58.5,Medium,5000
53,9.76,54.05,31.45,Rainy,6.22,Intermediate,35.95,Medium,5000
63,6.84,54.98,39.63,Rainy,7.57,Expert,32.96,Low,3000
27,5.78,68.72,25.91,Clear,4.02,Intermediate,38.15,Medium,5000
12,0.0,77.64,14.37,Foggy,7.52,Intermediate,26.29,Low,3000
16,4.48,79.46,10.25,Clear,7.01,Expert,11.35,Low,3000
52,0.64,55.39,31.03,Clear,9.02,Beginner,38.42,Medium,5000
91,10.05,35.2,50.01,Hot,6.81,Intermediate,60.55,Medium,5000
117,18.35,18.25,62.31,Hot,6.68,Expert,69.64,High,8000
47,7.64,61.58,30.14,Clear,7.82,Expert,36.47,Medium,5000
46,6.84,57.28,28.27,Rainy,7.62,Intermediate,33.98,Low,3000
67,10.16,52.8,38.86,Clear,6.72,Intermediate,42.02,Medium,5000
42,6.23,63.68,28.13,Clear,4.39,Intermediate,42.79,Medium,5000
117,13.46,29.52,63.49,Rainy,7.66,Beginner,73.26,High,8000
68,8.16,49.77,46.17,Clear,9.07,Intermediate,52.55,Medium,5000
104,18.97,41.8,57.16,Rainy,3.96,Beginner,78.59,High,8000
20,2.56,69.29,14.02,Clear,4.88,Beginner,34.73,Low,3000
77,9.6,54.42,42.22,Hot,5.53,Intermediate,47.33,Medium,5000
91,11.4,40.68,51.22,Rainy,8.41,Intermediate,51.08,Medium,5000
77,14.03,52.53,47.45,Rainy,7.51,Expert,43.01,Medium,5000
107,18.02,43.72,54.62,Rainy,4.77,Beginner,75.11,High,8000
102,14.37,38.96,53.98,Hot,7.14,Expert,46.91,Medium,5000
97,10.7,45.56,47.31,Hot,5.76,Expert,49.03,Medium,5000
31,1.99,64.83,22.95,Rainy,6.13,Intermediate,33.69,Low,3000
75,11.21,44.74,41.73,Rainy,5.51,Beginner,57.37,Medium,5000
53,8.46,66.42,31.24,Rainy,5.28,Expert,40.67,Medium,5000
15,9.52,83.72,22.13,Clear,3.88,Expert,28.66,Low,3000
51,6.23,64.58,30.6,Clear,8.09,Beginner,35.3,Medium,5000
34,4.91,70.02,24.33,Clear,10.0,Beginner,33.27,Low,3000
66,12.78,53.53,43.79,Rainy,6.73,Expert,37.01,Medium,5000
94,9.61,41.13,53.83,Clear,7.76,Beginner,67.33,High,8000
64,10.3,56.17,38.5,Rainy,7.55,Intermediate,49.74,Medium,5000
25,0.0,73.54,24.34,Clear,7.85,Expert,21.74,Low,3000
104,16.0,35.88,50.87,Rainy,4.98,Intermediate,70.42,High,8000
23,6.49,77.56,18.85,Foggy,6.43,Intermediate,28.37,Low,3000
48,11.98,66.47,28.87,Clear,6.17,Beginner,48.43,Medium,5000
37,2.22,65.76,25.78,Foggy,8.24,Intermediate,32.51,Low,3000
105,11.43,37.76,62.78,Rainy,7.19,Beginner,75.25,High,8000
101,7.37,46.12,57.08,Clear,8.9,Expert,41.78,Medium,5000
60,5.84,51.94,26.53,Rainy,7.55,Beginner,49.08,Medium,5000
58,6.93,58.93,35.85,Clear,9.33,Expert,22.14,Low,3000
18,1.94,69.07,11.88,Clear,8.61,Beginner,16.29,Low,3000
67,9.78,50.93,37.09,Clear,6.85,Beginner,49.52,Medium,5000
54,9.27,57.88,30.67,Hot,3.95,Beginner,49.73,Medium,5000
31,4.31,68.16,21.44,Hot,8.14,Beginner,33.58,Low,3000
41,3.9,62.53,23.33,Hot,9.16,Beginner,34.38,Low,3000
78,15.35,51.31,41.92,Foggy,7.08,Beginner,60.21,Medium,5000
96,12.06,48.78,55.08,Clear,6.77,Beginner,69.7,High,8000
78,10.16,40.19,46.13,Clear,6.59,Expert,45.74,Medium,5000
51,8.59,59.25,29.16,Foggy,6.68,Intermediate,41.87,Medium,5000
62,11.05,58.6,43.34,Foggy,6.91,Expert,32.92,Low,3000
105,9.03,39.63,55.71,Clear,8.98,Intermediate,65.8,High,8000
68,12.56,57.14,37.9,Foggy,6.21,Intermediate,38.95,Medium,5000
83,9.99,37.14,44.28,Clear,8.05,Expert,31.83,Low,3000
48,3.2,50.5,34.15,Rainy,7.99,Intermediate,40.48,Medium,5000
24,0.0,70.31,11.75,Rainy,7.36,Intermediate,30.7,Low,3000
80,5.63,54.15,48.66,Rainy,9.46,Intermediate,50.12,Medium,5000
38,9.53,77.24,22.18,Rainy,4.46,Beginner,40.15,Medium,5000
12,3.68,80.42,11.62,Hot,4.28,Intermediate,28.9,Low,3000
92,15.03,51.15,50.43,Clear,5.46,Beginner,69.36,High,8000
19,7.69,66.26,8.7,Foggy,6.01,Intermediate,25.0,Low,3000
101,11.94,47.53,54.34,Rainy,8.0,Beginner,61.98,Medium,5000
38,5.75,69.15,24.49,Rainy,6.36,Beginner,38.06,Medium,5000
88,10.57,39.25,49.13,Clear,5.9,Intermediate,58.3,Medium,5000
44,5.96,62.83,28.35,Hot,9.78,Intermediate,29.56,Low,3000
15,5.1,69.4,17.12,Clear,6.51,Beginner,26.1,Low,3000
21,4.29,69.54,15.71,Clear,7.55,Intermediate,16.81,Low,3000
47,7.6,65.13,25.56,Rainy,6.64,Expert,36.28,Medium,5000
86,7.85,47.11,50.02,Clear,10.0,Intermediate,50.45,Medium,5000
102,12.27,39.56,50.98,Clear,7.83,Beginner,65.07,High,8000
28,3.5,64.22,20.19,Clear,8.32,Intermediate,24.9,Low,3000
76,12.32,50.08,42.21,Rainy,6.04,Beginner,56.35,Medium,5000
17,0.01,70.36,17.66,Clear,10.0,Intermediate,22.21,Low,3000
17,1.95,68.57,13.58,Clear,8.31,Beginner,28.23,Low,3000
93,16.1,40.57,52.57,Foggy,5.2,Expert,49.46,Medium,5000
56,9.02,52.74,31.55,Clear,7.33,Beginner,41.91,Medium,5000
13,2.98,61.48,10.46,Clear,10.0,Beginner,24.33,Low,3000
60,7.91,56.91,38.05,Foggy,9.92,Intermediate,31.58,Low,3000
94,17.41,43.41,47.74,Rainy,2.47,Intermediate,56.62,Medium,5000
76,12.35,49.17,38.1,Rainy,6.51,Intermediate,45.21,Medium,5000
54,9.11,62.04,30.14,Clear,6.65,Beginner,40.64,Medium,5000
17,5.08,77.19,13.95,Rainy,6.79,Intermediate,10.34,Low,3000
96,14.98,39.04,53.05,Rainy,4.65,Intermediate,59.84,Medium,5000
25,2.89,64.15,17.29,Clear,7.17,Beginner,30.67,Low,3000
86,10.0,37.63,47.52,Rainy,5.7,Beginner,68.4,High,8000
76,10.16,48.26,47.85,Rainy,9.58,Beginner,51.85,Medium,5000
18,4.23,71.14,15.62,Clear,6.34,Intermediate,17.89,Low,3000
69,10.23,64.04,43.67,Rainy,3.39,Intermediate,53.37,Medium,5000
87,7.67,44.83,48.01,Clear,9.24,Expert,41.68,Medium,5000
86,15.35,43.1,46.17,Rainy,4.85,Beginner,70.2,High,8000
80,9.83,47.77,38.92,Rainy,8.78,Beginner,51.66,Medium,5000
24,3.83,75.88,16.68,Clear,4.02,Beginner,34.61,Low,3000
80,14.08,39.56,45.81,Rainy,4.47,Beginner,70.89,High,8000
111,23.06,38.39,57.72,Foggy,3.49,Beginner,78.25,High,8000
107,11.04,30.9,59.5,Clear,7.2,Beginner,74.87,High,8000
50,7.2,61.92,26.47,Foggy,10.0,Expert,27.7,Low,3000
31,6.93,63.53,23.26,Clear,3.61,Intermediate,30.17,Low,3000
33,7.59,66.8,24.26,Foggy,5.14,Expert,27.12,Low,3000
110,10.11,34.16,59.43,Clear,9.41,Expert,44.88,Medium,5000
53,4.75,56.17,35.17,Clear,9.96,Intermediate,30.69,Low,3000
10,4.05,68.18,9.21,Clear,7.49,Intermediate,17.36,Low,3000
19,7.49,68.36,14.7,Foggy,5.83,Intermediate,32.7,Low,3000
116,16.45,29.3,60.55,Rainy,7.88,Expert,55.42,Medium,5000
89,12.51,39.63,50.52,Rainy,6.91,Beginner,63.39,Medium,5000
119,15.35,30.87,67.58,Foggy,8.37,Intermediate,66.67,High,8000
81,6.67,45.84,46.86,Clear,6.9,Beginner,61.73,Medium,5000
65,10.38,60.14,37.23,Clear,5.76,Expert,43.14,Medium,5000
98,12.83,36.94,57.16,Rainy,4.83,Intermediate,64.69,Medium,5000
59,8.73,56.21,30.17,Clear,5.28,Intermediate,57.32,Medium,5000
21,3.19,69.45,13.04,Clear,7.38,Expert,18.47,Low,3000
98,16.56,39.92,57.66,Rainy,4.98,Intermediate,74.91,High,8000
90,7.49,43.58,44.07,Clear,8.85,Intermediate,39.44,Medium,5000
69,7.36,55.05,43.22,Clear,4.98,Intermediate,50.26,Medium,5000
35,7.33,64.43,29.01,Clear,6.54,Intermediate,31.11,Low,3000
119,13.57,33.2,63.63,Clear,1.78,Beginner,87.48,High,8000
87,13.91,49.95,43.29,Rainy,6.94,Expert,39.21,Medium,5000
50,5.04,61.58,25.42,Clear,7.86,Beginner,45.29,Medium,5000
45,3.03,59.22,25.69,Clear,8.44,Intermediate,35.13,Medium,5000
32,5.0,75.0,20.45,Foggy,7.29,Beginner,39.93,Medium,5000
52,9.57,55.54,31.3,Foggy,7.09,Intermediate,37.31,Medium,5000
15,5.68,70.83,12.91,Foggy,6.97,Intermediate,30.82,Low,3000
78,10.29,41.71,48.99,Rainy,5.71,Beginner,61.75,Medium,5000
52,9.25,56.43,30.95,Rainy,7.52,Intermediate,36.38,Medium,5000
34,6.97,66.61,23.8,Rainy,10.0,Intermediate,20.96,Low,3000
27,0.0,69.8,16.87,Hot,8.78,Expert,17.95,Low,3000
71,10.32,49.79,40.66,Foggy,7.74,Intermediate,42.53,Medium,5000
22,2.52,76.48,14.42,Rainy,6.86,Intermediate,20.44,Low,3000
52,5.44,56.82,34.0,Clear,7.07,Intermediate,40.86,Medium,5000
87,12.58,48.41,47.57,Rainy,9.1,Beginner,64.22,Medium,5000
37,1.28,71.04,22.72,Clear,8.78,Beginner,22.84,Low,3000
27,6.53,63.5,15.47,Hot,8.9,Intermediate,21.96,Low,3000
68,7.8,55.5,38.59,Rainy,10.0,Intermediate,37.49,Medium,5000
69,8.84,53.5,35.59,Rainy,8.3,Beginner,51.72,Medium,5000
72,4.47,52.44,33.69,Clear,10.0,Beginner,50.03,Medium,5000
66,9.61,51.48,38.6,Clear,10.0,Intermediate,34.57,Low,3000
101,12.72,35.28,57.42,Clear,3.86,Intermediate,66.99,High,8000
60,8.18,52.77,36.89,Clear,7.09,Intermediate,41.7,Medium,5000
65,10.6,57.98,32.89,Rainy,5.43,Intermediate,47.56,Medium,5000
36,6.32,62.67,24.42,Clear,6.88,Beginner,42.98,Medium,5000
41,3.32,70.37,27.28,Hot,10.0,Expert,16.41,Low,3000
18,3.74,75.6,11.56,Clear,10.0,Beginner,15.56,Low,3000
113,11.45,35.37,55.85,Clear,7.66,Beginner,77.73,High,8000
105,11.3,47.67,59.78,Rainy,7.84,Beginner,64.97,Medium,5000
93,10.55,42.33,54.16,Clear,5.8,Beginner,72.22,High,8000
101,17.63,43.2,60.61,Foggy,9.51,Intermediate,50.85,Medium,5000
106,11.09,39.98,61.59,Clear,5.89,Expert,46.19,Medium,5000
77,8.18,53.99,41.23,Clear,8.32,Intermediate,38.2,Medium,5000
55,6.89,62.39,37.52,Clear,5.74,Expert,22.72,Low,3000
107,11.93,37.37,55.83,Clear,5.71,Intermediate,62.25,Medium,5000
76,9.29,47.14,39.54,Rainy,9.1,Intermediate,46.06,Medium,5000
35,7.19,65.74,17.39,Clear,6.34,Intermediate,34.98,Low,3000
17,6.01,66.72,14.32,Rainy,7.52,Intermediate,33.63,Low,3000
15,1.94,74.26,14.34,Rainy,6.25,Intermediate,21.83,Low,3000
89,9.97,45.55,51.87,Rainy,7.66,Intermediate,51.09,Medium,5000
33,9.77,68.46,22.9,Clear,7.08,Intermediate,28.14,Low,3000
57,11.88,54.98,33.72,Rainy,7.45,Beginner,50.05,Medium,5000
112,13.44,38.18,60.98,Clear,7.65,Intermediate,71.96,High,8000
103,8.06,36.39,58.37,Rainy,9.89,Intermediate,49.53,Medium,5000
54,8.71,52.04,26.39,Clear,5.85,Expert,31.41,Low,3000
22,1.8,73.36,18.75,Clear,10.0,Intermediate,21.07,Low,3000
78,13.25,44.97,39.9,Rainy,6.16,Intermediate,57.2,Medium,5000
34,3.88,64.41,18.69,Rainy,5.66,Intermediate,25.8,Low,3000
29,4.23,69.38,22.0,Clear,6.65,Intermediate,26.64,Low,3000
91,10.23,32.53,49.96,Clear,8.19,Expert,52.84,Medium,5000
91,9.88,51.12,46.9,Hot,5.01,Intermediate,61.89,Medium,5000
75,9.9,53.58,43.67,Clear,9.21,Expert,24.94,Low,3000
83,12.18,42.61,46.44,Clear,6.68,Beginner,57.34,Medium,5000
54,10.15,50.14,34.37,Clear,2.36,Beginner,55.33,Medium,5000
56,8.88,51.39,31.49,Rainy,9.0,Intermediate,30.68,Low,3000
72,9.56,50.03,44.09,Rainy,6.32,Intermediate,60.09,Medium,5000
85,6.85,45.14,46.57,Clear,5.92,Intermediate,63.9,Medium,5000
86,12.75,46.99,45.33,Rainy,8.5,Intermediate,51.61,Medium,5000
64,8.81,59.99,36.85,Rainy,6.8,Beginner,52.12,Medium,5000
84,16.49,41.43,44.42,Rainy,5.39,Beginner,68.87,High,8000
28,8.36,68.05,18.94,Hot,5.89,Intermediate,32.35,Low,3000
44,9.26,61.37,25.6,Clear,4.42,Intermediate,42.86,Medium,5000
112,12.49,41.42,62.97,Hot,7.32,Beginner,71.17,High,8000
62,11.84,57.83,33.04,Foggy,8.55,Expert,35.03,Medium,5000
35,7.4,67.97,20.83,Clear,10.0,Beginner,35.48,Medium,5000
119,18.02,28.41,64.31,Foggy,3.96,Intermediate,71.34,High,8000
23,9.42,72.32,22.39,Rainy,7.51,Intermediate,26.46,Low,3000
54,12.31,53.24,28.19,Foggy,6.22,Intermediate,34.64,Low,3000
53,8.05,57.73,32.62,Rainy,7.9,Beginner,49.34,Medium,5000
97,10.62,44.66,53.03,Clear,7.13,Beginner,63.71,Medium,5000
114,16.99,36.32,67.84,Rainy,4.56,Beginner,89.3,High,8000
74,9.56,54.05,41.79,Clear,6.18,Intermediate,46.25,Medium,5000
60,9.66,59.09,32.73,Clear,7.6,Expert,30.33,Low,3000
52,10.66,63.63,32.25,Rainy,6.46,Intermediate,41.01,Medium,5000
95,14.09,39.57,53.14,Hot,3.36,Intermediate,61.29,Medium,5000
32,4.02,68.9,20.75,Rainy,6.31,Expert,15.41,Low,3000
65,9.1,49.29,38.85,Foggy,8.37,Expert,40.35,Medium,5000
28,6.25,61.43,22.18,Clear,8.67,Intermediate,20.66,Low,3000
91,11.55,53.13,51.15,Rainy,8.91,Expert,37.69,Medium,5000
85,12.15,52.86,50.24,Rainy,6.81,Beginner,59.46,Medium,5000
64,5.18,53.97,42.72,Clear,5.86,Expert,36.43,Medium,5000
101,11.17,36.7,54.71,Clear,7.76,Expert,43.26,Medium,5000
101,13.16,36.32,55.73,Foggy,6.68,Intermediate,65.49,High,8000
69,11.86,48.37,33.86,Clear,4.27,Expert,38.97,Medium,5000
68,10.19,56.8,39.34,Clear,5.03,Beginner,55.98,Medium,5000
42,7.53,66.98,24.75,Hot,8.22,Beginner,41.66,Medium,5000
28,6.1,66.01,20.51,Hot,6.5,Intermediate,24.02,Low,3000
37,11.03,59.46,22.16,Foggy,4.97,Expert,37.23,Medium,5000
61,10.33,54.19,40.33,Foggy,5.38,Beginner,60.46,Medium,5000
58,8.76,51.03,33.35,Clear,7.8,Expert,35.35,Medium,5000
46,4.62,60.41,31.76,Clear,3.31,Intermediate,40.13,Medium,5000
35,4.77,67.65,17.44,Hot,6.85,Expert,27.47,Low,3000
108,19.86,38.05,61.04,Rainy,7.93,Intermediate,60.39,Medium,5000
107,16.31,39.12,53.65,Rainy,8.92,Expert,48.61,Medium,5000
108,10.28,41.52,58.47,Clear,7.06,Intermediate,55.15,Medium,5000
49,9.15,57.6,32.97,Foggy,3.2,Expert,32.44,Low,3000
89,9.92,57.48,50.24,Clear,8.09,Beginner,64.73,Medium,5000
47,9.23,61.2,31.19,Clear,7.76,Expert,21.61,Low,3000
86,8.45,51.89,50.34,Clear,9.91,Intermediate,41.84,Medium,5000
96,8.42,49.83,56.38,Rainy,10.0,Expert,49.2,Medium,5000
63,11.38,48.57,34.95,Rainy,7.1,Beginner,41.39,Medium,5000
31,4.27,65.78,18.24,Rainy,5.09,Expert,22.58,Low,3000
25,2.33,71.67,17.86,Clear,8.13,Intermediate,14.96,Low,3000
37,3.77,72.58,25.18,Foggy,8.95,Expert,21.43,Low,3000
44,7.22,63.39,22.99,Hot,7.17,Beginner,40.33,Medium,5000
69,9.81,46.5,35.72,Clear,6.62,Intermediate,53.41,Medium,5000
54,4.1,50.42,30.86,Foggy,10.0,Expert,27.66,Low,3000
55,8.12,59.57,30.8,Hot,5.25,Expert,36.01,Medium,5000
81,10.45,58.88,43.19,Clear,6.07,Beginner,54.97,Medium,5000
117,9.91,34.82,62.06,Clear,7.89,Intermediate,63.24,Medium,5000
64,10.74,48.52,38.09,Hot,6.49,Expert,30.54,Low,3000
95,9.16,50.65,53.32,Clear,7.62,Expert,44.68,Medium,5000
94,7.21,41.8,51.58,Clear,8.98,Intermediate,53.58,Medium,5000
35,8.71,72.8,21.75,Rainy,4.67,Intermediate,39.28,Medium,5000
113,13.91,29.99,62.35,Rainy,5.93,Intermediate,60.85,Medium,5000
94,10.04,42.39,50.09,Rainy,10.0,Intermediate,42.16,Medium,5000
34,5.96,69.47,23.79,Rainy,7.49,Intermediate,36.75,Medium,5000
114,18.09,39.03,56.86,Rainy,6.84,Intermediate,63.07,Medium,5000
74,10.78,56.09,44.0,Clear,6.07,Beginner,54.67,Medium,5000
15,1.44,75.47,12.28,Clear,8.59,Intermediate,17.86,Low,3000
32,4.7,68.02,22.51,Clear,5.3,Beginner,33.04,Low,3000
73,7.25,52.53,47.05,Foggy,8.86,Intermediate,40.55,Medium,5000
96,14.66,48.58,50.78,Hot,6.02,Intermediate,51.16,Medium,5000
52,10.43,61.23,27.71,Clear,5.27,Expert,32.39,Low,3000
116,14.71,40.15,61.41,Clear,4.62,Beginner,86.74,High,8000
32,3.67,71.64,21.59,Hot,6.85,Intermediate,24.57,Low,3000
105,7.33,32.75,55.26,Clear,7.04,Expert,52.19,Medium,5000
39,9.53,73.82,19.12,Clear,5.15,Beginner,41.6,Medium,5000
86,14.5,47.03,48.23,Foggy,5.6,Beginner,63.92,Medium,5000
116,19.14,34.66,59.69,Rainy,2.98,Expert,61.75,Medium,5000
27,2.93,73.73,19.98,Clear,6.23,Intermediate,17.07,Low,3000
96,8.92,42.32,58.3,Hot,10.0,Expert,44.02,Medium,5000
88,13.32,49.55,50.14,Hot,2.68,Intermediate,64.24,Medium,5000
106,12.12,41.05,53.8,Clear,7.68,Beginner,73.94,High,8000
30,5.22,61.35,22.03,Foggy,7.79,Expert,18.37,Low,3000
66,11.23,59.62,40.11,Rainy,6.15,Intermediate,51.56,Medium,5000
112,15.03,37.26,64.56,Clear,7.28,Beginner,73.28,High,8000
32,3.55,58.82,19.79,Hot,5.52,Beginner,40.9,Medium,5000
100,12.48,42.52,48.33,Clear,5.61,Expert,48.78,Medium,5000
54,7.61,61.21,33.36,Clear,8.19,Intermediate,31.55,Low,3000
53,9.84,60.4,34.46,Clear,2.09,Intermediate,50.23,Medium,5000
91,12.3,39.45,46.76,Rainy,6.08,Intermediate,62.34,Medium,5000
97,9.75,35.95,50.52,Clear,7.65,Expert,41.8,Medium,5000
56,9.77,63.65,30.47,Foggy,6.5,Beginner,43.46,Medium,5000
49,11.57,56.93,27.59,Rainy,9.3,Intermediate,33.89,Low,3000
60,6.57,62.24,37.27,Clear,7.21,Expert,34.2,Low,3000
51,5.99,55.59,31.86,Rainy,7.39,Beginner,48.81,Medium,5000
16,2.12,75.27,11.91,Rainy,7.71,Intermediate,24.84,Low,3000
59,7.32,54.33,40.93,Clear,5.13,Beginner,58.2,Medium,5000
57,7.68,58.55,30.42,Clear,7.97,Expert,32.86,Low,3000
93,11.3,42.0,51.76,Rainy,10.0,Intermediate,46.98,Medium,5000
100,13.19,34.92,56.43,Clear,3.17,Intermediate,63.36,Medium,5000
15,4.45,89.21,12.98,Foggy,5.05,Beginner,30.23,Low,3000
100,12.38,42.19,53.18,Clear,7.78,Expert,43.54,Medium,5000
18,0.71,63.1,20.34,Clear,6.47,Intermediate,26.09,Low,3000
118,14.23,25.94,62.74,Clear,6.81,Intermediate,70.0,High,8000
66,15.3,53.98,37.56,Rainy,7.41,Intermediate,43.18,Medium,5000
40,6.52,68.03,25.69,Clear,4.5,Intermediate,37.91,Medium,5000
30,3.73,58.26,20.5,Clear,5.45,Beginner,38.29,Medium,5000
99,7.94,41.36,57.32,Clear,7.56,Beginner,66.84,High,8000
49,6.06,62.89,26.81,Rainy,5.86,Intermediate,35.15,Medium,5000
54,4.81,61.54,39.31,Clear,4.17,Beginner,40.83,Medium,5000
86,11.34,42.21,48.28,Clear,5.97,Intermediate,56.81,Medium,5000
58,10.12,55.81,32.33,Clear,7.44,Intermediate,41.96,Medium,5000
96,13.25,44.39,53.72,Foggy,10.0,Expert,43.66,Medium,5000
29,2.2,67.43,21.98,Hot,6.28,Beginner,33.29,Low,3000
110,16.11,47.62,63.16,Rainy,7.29,Intermediate,56.47,Medium,5000
101,10.95,44.5,60.59,Clear,4.75,Intermediate,62.31,Medium,5000
26,9.49,66.3,21.3,Clear,2.85,Beginner,41.27,Medium,5000
37,3.72,70.34,26.73,Clear,4.75,Intermediate,31.12,Low,3000
50,5.76,56.99,31.71,Clear,6.68,Expert,35.77,Medium,5000
75,8.19,47.49,42.43,Clear,8.31,Intermediate,36.57,Medium,5000
34,9.21,64.57,24.31,Clear,5.59,Intermediate,39.2,Medium,5000
67,6.18,48.81,37.77,Clear,6.83,Expert,41.12,Medium,5000
50,6.41,53.35,26.52,Clear,7.79,Intermediate,30.97,Low,3000
15,2.65,84.29,19.12,Clear,2.52,Intermediate,24.33,Low,3000
84,5.93,46.89,51.58,Clear,8.59,Beginner,57.05,Medium,5000
47,8.68,58.77,27.54,Clear,5.29,Intermediate,41.77,Medium,5000
15,2.02,80.73,18.4,Clear,8.27,Expert,16.13,Low,3000
54,6.72,61.48,29.49,Clear,8.19,Intermediate,33.37,Low,3000
84,11.68,44.67,49.01,Clear,9.4,Intermediate,48.32,Medium,5000
23,7.35,80.71,13.96,Clear,7.52,Intermediate,27.46,Low,3000
75,9.88,40.89,41.03,Clear,7.82,Beginner,48.41,Medium,5000
49,3.65,52.66,24.43,Clear,9.52,Intermediate,26.54,Low,3000
12,0.45,77.73,14.43,Clear,5.12,Beginner,31.86,Low,3000
108,15.16,35.79,59.94,Rainy,7.39,Intermediate,64.35,Medium,5000
106,13.11,36.19,58.44,Hot,6.98,Intermediate,58.71,Medium,5000
33,0.0,63.71,26.37,Hot,9.85,Expert,21.02,Low,3000
28,4.85,77.36,17.19,Clear,5.91,Intermediate,26.93,Low,3000
27,1.15,68.22,22.85,Clear,8.9,Beginner,32.89,Low,3000
73,7.3,54.48,40.03,Clear,7.02,Intermediate,39.68,Medium,5000
97,13.66,40.34,53.05,Hot,5.69,Intermediate,57.6,Medium,5000
118,19.51,30.21,63.25,Foggy,9.35,Intermediate,59.11,Medium,5000
44,9.41,60.03,29.13,Foggy,6.38,Beginner,54.42,Medium,5000
71,5.91,43.95,38.64,Clear,5.49,Intermediate,46.22,Medium,5000
10,0.0,64.92,11.19,Clear,5.28,Beginner,23.66,Low,3000
